Campaign,Event,Latitude,Longitude,Date/Time,Elevation [m],Depth [m],G. aequilateralis [%],G. bulloides [%],G. calida [%],G. cavernula [%],G. conglobatus [%],G. crassaformis [%],S. dehiscens [%],G. digitata [%],N. dutertrei [%],G. falconensis [%],G. glutinata [%],G. hirsuta [%],T. humilis [%],G. inflata [%],G. menardii [%],C. nitida [%],P. obliquiloculata [%],N. pachyderma s [%],P/D int [%],G. quinqueloba s [%],G. quinqueloba d [%],G. quinqueloba [%],G. ruber p [%],G. ruber w [%],G. rubescens [%],G. trilobus tril [%],G. trilobus sac [%],G. scitula [%],G. tenellus [%],G. truncatulinoides s [%],G. truncatulinoides d [%],G. truncatulinoides [%],G. tumida [%],O. universa [%],G. uvula [%],G. mentum [%],P/D int [%],N. pachyderma d [%],Foram plankt oth [%],Foram plankt [#],Sample comment (Author or institute)
M20/2,GeoB1710-2,-23.43,11.7033,11/01/1992,-2987,0,0,13.1,0,0,0,0,0,0,49.1,0,5.1,0.2,0,7,0.5,0,0,0.9,17.1,0,0,0,0,0.1,0,0,0.9,0,0,0.3,0,0.3,0,5.7,0,0.5,0,17.1,0,410,Uwe Pflaumann
M20/2,GeoB1711-5,-23.3167,12.3783,11/01/1992,-1964,0,0,16.7,0,0,0,0.1,0,0.4,41.8,0,1.8,0.6,0,5.9,0.1,0,0,0.2,11.9,0,0,0,0,0,0,0.2,0,0.7,0,0,0,0,0,19.6,0,0.1,0,11.9,0,368,Uwe Pflaumann
M20/2,GeoB1712-2,-23.255,12.8033,12/01/1992,-1007,0,0,23.5,0,0,0,0.1,0,0,39.3,0,3,0,0,16.3,0,0,0,1.5,6.7,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.7,0,8.9,0,0,0,6.7,0,333,Uwe Pflaumann
M20/2,GeoB1713-6,-23.22,13.015,12/01/1992,-597,0,0,25.7,0,0,0,0.8,0,0,46.5,0,3.7,0,0,6.3,0,0,0,0.8,12.4,0,0,0,0,0.8,0,0.7,0,0.1,0,0.1,0.1,0.2,0,1.9,0,0,0,12.4,0.1,363,Uwe Pflaumann
M20/2,GeoB1716-2,-27.955,14.005,15/01/1992,-1481,0,1,10.8,0.4,0,0,1.1,0,0.3,42.1,1.3,1.1,2,0,14,0,0,0,3.4,18.3,0,2.1,2.1,0,1,0,0.1,0,0,0,0.7,0.1,0.8,0,0.2,0,0,0.1,18.2,0,311,Uwe Pflaumann
M20/2,GeoB1719-5,-28.925,14.1733,16/01/1992,-1024,0,0,73.7,0,0,0,0,0,0,5,0,1.2,0.2,0,8.7,0,0,0,1.6,9.2,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,9.2,0,398,Uwe Pflaumann
M20/2,GeoB1722-3,-29.4483,11.75,18/01/1992,-3971,0,2,9.5,0,0,0,1,0,0.9,9.5,0.9,2.3,4.5,0,38.6,0,0,0,0.6,16.7,0,0.3,0.3,0,4.7,0,1.3,0,1.1,0,4.7,0.6,5.3,0,1,0,0,0,16.7,0,544,Uwe Pflaumann
M20/2,GeoB1725-1,-30.1733,3.0833,21/01/1992,-972,0,1.5,5.5,0,0,0.8,5.1,1.5,0.4,2,1.8,0.1,2.9,0,39.4,0.3,0,0,0.3,5.7,0,0,0,0,7.5,0,1.1,0.7,0.3,0,16.1,3.8,19.9,0.3,2.6,0,0.5,0,5.7,0.2,598,Uwe Pflaumann
M20/2,GeoB1728-3,-29.8383,2.4067,21/01/1992,-2887,0,3.4,7.8,2.1,0.1,0.2,0.4,0.2,1.5,2,1,27.1,4.3,0,23.1,0.4,0,0,0.2,3.4,0,0,0,0,6.8,0.2,1.3,0.5,4.5,0.8,3.4,3.8,7.2,0.1,0.8,0,0.6,0,3.4,0.7,1136,Uwe Pflaumann
M20/2,GeoB1729-1,-28.8917,1.0017,22/01/1992,-4401,0,4.1,11.5,1.8,0,0.5,0.7,0.6,0.7,2.6,2.4,8,2.7,0,29.5,1.5,0,0.1,0,1,0,0,0,0,14,0,1.8,0.4,4.5,0.5,4.9,5,9.9,0,1.1,0,1.5,0,1,0.2,544,Uwe Pflaumann
M21/5,GIK23467-2,66.667,-4.9167,03/07/1992,-1142,0,0,4.7,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,56.3,25.1,7.8,1.6,9.4,1.4,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,25.1,0.1,261,Uwe Pflaumann
M21/5,GIK23477-1,70.955,-5.5567,10/07/1992,-1713,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0.5,1.4,0.8,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,400,Uwe Pflaumann
M21/5,GIK23478-2,71.6333,-8.45,11/07/1992,-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,340,Uwe Pflaumann
M21/5,GIK23480-2,69.3783,-10.7783,13/07/1992,-1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.1,0.7,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,631,Uwe Pflaumann
M21/5,GIK23483-2,67.86,-18.615,16/07/1992,-818,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3,2.3,0.4,1.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,818,Uwe Pflaumann
M21/5,GIK23488-2,67.6583,-11.0767,20/07/1992,-1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0.9,1.1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,570,Uwe Pflaumann
M21/5,GIK23489-2,67.505,-12.5017,21/07/1992,-1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7,2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1,389,Uwe Pflaumann
M25,GIK12307-4,26.405,-14.9617,30/10/1971,-980,0,0,31.8,0,0,0,0,0,0.3,1.1,0,4.6,0,0,0,0,0,0,0,34.4,0,2.3,2.3,0.8,16.9,0,3.1,0,0.8,0,0,1.6,1.6,0,0.8,0,1.6,2.7,31.7,0,257,"Jörn Thiede, AWI"
M25,GIK12309-2,26.8383,-15.11,31/10/1971,-2820,0,0.8,25.8,0,0,0,0.5,0,0.2,6.5,0,7.2,0.4,0,8,0,0,0.1,0,9.3,0,0.1,0.1,0.1,22,0,8.7,1.7,0.2,1.9,0,5.2,5.2,0,0,0,0,0,0,1.1,672,"Jörn Thiede, AWI"
M25,GIK12310-3,23.4983,-18.7167,02/11/1971,-3076,0,1.1,21.1,0,0,0,0.7,0,0.3,0.3,0,5.2,0.2,0,25.6,0.7,0,0.1,0,12.4,0,0.7,0.7,1.8,11.9,0.1,9.4,2.2,1.5,0.6,0,3.2,3.2,0,0,0,0.7,0,0,1,1265,"Jörn Thiede, AWI"
M25,GIK12326-4,23.035,-17.41,06/11/1971,-1056,0,2,36,0,0,0.4,0,0,0,15.9,0.4,0.7,0.4,0.4,13.3,0,0,0,0,24.7,0,0,0,0.7,2.9,0,1.5,0,0,0,0,0.7,0.7,0,0.4,0,0,2.6,22.1,0,273,Uwe Pflaumann
M25,GIK12328-1,21.145,-18.5733,08/11/1971,-2816,0,1,18.4,0.3,0,0,0.3,0,0,34,0,1.2,0,0,14.6,1.1,0,0.1,0.5,20.8,0,0,0,0.3,2.3,0,0.9,0.1,0.5,0,0.1,0.1,0.2,0,0.4,0,1.1,3.2,20.8,3,774,Uwe Pflaumann
M25,GIK12329-1,19.0367,-19.93,09/11/1971,-3318,0,1.2,12.2,0.6,0,0,0.6,0,0,19.5,0,1.8,0,0,25.3,2.5,0,0,0.5,24.6,0,0.1,0.1,1,5.1,0.1,2.7,0.4,0.2,0.1,0,0.5,0.5,0.4,0.3,0,2.9,2.1,22.6,0.5,963,Uwe Pflaumann
M25,GIK12336-1,16.2383,-20.425,13/11/1971,-3645,0,2,9,0.6,0,0,1,0,0.3,15,0.1,8.4,0.1,0,13.8,7,0,0.1,0.3,8.6,0,0.1,0.1,4.4,19.4,0.4,6,1.6,0.6,0,0,0.4,0.4,0.6,0.4,0,7.6,0.6,8,0,1118,Uwe Pflaumann
M25,GIK12344-2,15.4283,-17.3417,01/01/1971,-725,0,3.8,21.9,0,0,0,1.5,0,1.5,7.6,0,3,0,0,15.1,7.6,0,0,0,2.3,0,0.8,0.8,8.3,13.6,0,6.1,0,0.8,0.8,0,0,0,0,5.3,0,7.6,0,0,0,277,Uwe Pflaumann
M25,GIK12347-2,15.825,-17.8617,17/11/1971,-2576,0,2.3,12.9,0,0,0,2.9,0,0,10.3,0.1,3.8,0.4,0,17.5,11.6,0,0.8,0,7.4,0,0,0,9.4,8.3,0.4,6.7,1.1,0.3,0,0,0,0,1.6,2.2,0,13.2,0,6.1,0.2,725,Uwe Pflaumann
M26/3,GIK23498-1,64.95,3.5317,02/01/1993,-1442,0,0,8.1,0,0,0,0,0,0,0,0,1.6,0,0,2.9,0,0,0,38.8,45.9,1.6,1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9,0.1,307,Uwe Pflaumann
M26/3,GIK23500-1,64.7233,4.9167,03/11/1993,-804,0,0,9.2,0,0,0,0,0,0,0,0,3,0,0,2.2,0,0,0,23,58.3,1.6,2.7,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.3,0,369,Uwe Pflaumann
M26/3,GIK23502-1,64.6167,4.4517,06/11/1993,-1311,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,36,58.7,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,58.7,0,454,Uwe Pflaumann
M26/3,GIK23503-1,64.7667,4.5017,07/11/1993,-873,0,0,9.6,0,0,0,0,0,0,0,0,1.4,0,0,1.8,0,0,0,26.9,53.7,4.1,2.2,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,0.3,490,Uwe Pflaumann
M26/3,GIK23505-1,69.69,0.48,12/11/1993,-3291,0,0,1.5,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,57.4,13.9,14.2,12.6,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,0.1,914,Uwe Pflaumann
M26/3,GIK23506-1,72.3933,-7.6033,14/11/1993,-2670,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.4,1.1,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,882,Uwe Pflaumann
M26/3,GIK23507-1,73.83,-9.2517,15/11/1993,-3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.2,1,0.6,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,501,Uwe Pflaumann
M26/3,GIK23508-1,73.86,-9.395,15/11/1993,-3202,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1.7,1.7,0.6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,744,Uwe Pflaumann
M26/3,GIK23509-1,73.8333,-13.502,17/11/1993,-2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3,0.2,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,786,Uwe Pflaumann
M26/3,GIK23510-1,73.4533,-13.432,17/11/1993,-2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.5,1,0.2,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,601,Uwe Pflaumann
M26/3,GIK23511-2,73.215,-15.002,18/11/1993,-2295,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4,0.8,0.8,0.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1444,Uwe Pflaumann
M26/3,GIK23512-1,72.9417,-13.423,18/11/1993,-2610,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.3,0.6,0.5,0.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1791,Uwe Pflaumann
M30,M30_183,7.55,-14.6,22/03/1973,-3815,0,3.1,4.7,1.4,0,0.2,1.4,0,0.2,5.6,0,8.7,0,0,1.2,6.6,0,0.2,0,0,0,0,0,9.4,19.2,2.8,23,7.5,0.2,0.9,0,0,0,0.5,3.1,0,7.1,0,0,0.2,426,Uwe Pflaumann
M30,M30_208,6.933,-12.25,25/03/1973,-1030,0,4.3,9.4,0.3,0,0.3,2.7,0.5,0,6.4,0,8.6,0,0,3.8,3.2,0,0.3,0,0.3,0,0,0,14.5,23,1.3,15.6,0.6,0.8,1.3,0,0,0,0,2.4,0,3.2,0,0,0.6,372,Uwe Pflaumann
M30,M30_209,6.967,-12.25,25/03/1973,-640,0,5,9.9,0,0,0.8,0.9,0,0,5.5,0,8.2,0,0,3.8,2.1,0,0.5,0,0.5,0,0,0,14.7,24.5,2.2,14,3.3,0.3,1.3,0,0.5,0.5,0,1.8,0,2.1,0,0,0.2,259,Uwe Pflaumann
M30,M30_230,6.9,-12.4328,26/03/1973,-2487,0,3.5,3.5,1,0,0,1,0,0.6,6.8,0,8.1,0,0,1.3,6.5,1,0,0,0,0,0,0,20.7,17.5,1.9,19.1,3.5,1.3,1.6,0,0,0,0,1.9,0,6.5,0,0,0,312,Uwe Pflaumann
M51,GIK13519-1,5.67,-19.8517,01/03/1979,-2862,0,5,4.8,1.2,0,0.5,0.4,0,0.3,5.8,0.8,9.4,0,0,1.4,2,0.1,0.5,0,1.6,0,0,0,2.3,39.7,0.9,13.6,4.4,1.1,2.8,0.1,0,0.1,0.5,0.9,0,2.5,0,0,0,610,Uwe Pflaumann
M51,GIK13530-1,21,-17.728,01/01/1979,-830,0,3.2,42,0.1,0,0,0.4,0,0,9.8,0,1.4,0,0,15.4,0.6,0,0,0.4,20.5,0,0.9,0.9,1,1.7,0,0.9,0,0.7,0,0,0.1,0.1,0,0.9,0,0.7,4,20.5,0.1,505,Uwe Pflaumann
M51,GIK13534-1,21.0217,-17.883,01/01/1979,-980,0,1,36.8,0.2,0,0,0.2,0,0,13.2,0,1.5,0,0,10.6,0.5,0,0,1.1,28.3,0,1.1,1.1,0.5,2.3,0.4,0.5,0,0.6,0.5,0,0.4,0.4,0,0,0,0.9,1.9,26.4,0,822,Uwe Pflaumann
M51,GIK13586-3,19.683,-17.2,01/01/1979,-660,0,2.1,31.1,0.7,0,0,0.1,0,0.3,13.1,0,0.9,0,0,23.4,1.2,0,0,0,11.8,0,0.8,0.8,5.1,5.3,0.5,1.1,0.3,0.7,0,0,0,0,0,1.2,0,1.2,0,11.3,0.4,746,Uwe Pflaumann
M51,GIK13587-1,19.65,-17.217,01/01/1979,-810,0,2.4,35.2,0.3,0,0,0.1,0,0.5,9.8,0,1.9,0,0,21.2,1.3,0,0,0,7.2,0,0.6,0.6,5.2,5.8,0.5,2.7,0.2,1.6,0,0,0,0,0,0.8,0,1.3,0,7.1,2.9,439,Uwe Pflaumann
M51,GIK13588-2,19.617,-17.25,03/12/1975,-970,0,3.4,31.5,0.4,0,0,0.1,0,0.6,9.3,1.7,0,0,0.1,24.2,1.6,0,0.1,0,13,0,0.1,0.1,3.4,3.7,0.4,2.3,0.6,0.3,0,0,0,0,0.1,2.4,0,1.7,0,14.2,0.9,693,Uwe Pflaumann
M53,GIK15627-1,29.1667,-12.0867,07/03/1980,-955,0,1.2,40.4,1.2,0,0,0.2,0,0,2.7,2.8,5.4,0.8,1.2,8.4,0,0,0.8,0,3.9,0,0,1.9,0.3,17.4,0.6,4.4,1.7,0,1.2,1.2,2.1,3.3,0,1,0,0,1.2,2.7,0.2,348,Uwe Pflaumann
M53,GIK15628-1,29.083,-11.97,07/03/1980,-753,0,0.6,50.8,1.2,0,0,0.2,0,0.3,5.9,2,8.6,0,2.2,2.9,0,0,0,0,7.9,0,4.4,4.4,0.3,6.2,0.5,2.6,0.6,0.3,2.2,0,2,2,0,0.3,0,0,0,0,0,394,Uwe Pflaumann
M53,GIK15628-4,29.083,-11.97,07/03/1980,-766,0,2.2,49.2,0.2,0,0.1,0,0,0.3,3.2,0.5,9,0.5,0.3,6.1,0,0,0,0.6,8.7,0,0,3.3,2,7.9,0,1.3,0.5,1.1,0,1.2,1.1,2.3,0,0.9,0,0,0,8.7,0,501,Uwe Pflaumann
M53,GIK15634-1,28.255,-13.395,08/03/1980,-1218,0,1,52.8,1.1,0,0,0.3,0,0,6.4,1,3,0.4,0.5,5,0,0,1.3,0,7.3,0,0.5,0.5,0.2,10.2,0.5,3.3,0.6,2,0.5,0,2,2,0,0.5,0,0,0,0,0,434,Uwe Pflaumann
M53,GIK15635-2,27.2033,-14.66,09/03/1980,-2610,0,3,44.7,0,0,0,0,0,0.2,3.6,1.2,6.3,0.1,0.7,5.6,0,0,1.4,0,8.8,0,0,0.2,1.5,15.2,0,2.5,0.6,0.2,1,1.8,1,2.8,0,0.7,0,0,0,8.8,0.2,656,Uwe Pflaumann
M53,GIK15636-1,27.0083,-15.0883,09/03/1980,-2942,0,3,35.2,0,0,0,0.2,0,0.4,4.9,1.5,6.9,0.4,0.3,6.8,0.2,0,0.6,0,9.6,0,0,1.2,1.6,10.5,0,7.7,1.2,0.3,1.5,2.9,2.5,5.4,0,0.8,0,0.2,0,9.6,0,671,Uwe Pflaumann
M53,GIK15637-1,27.005,-18.9867,10/03/1980,-3849,0,0.3,13.3,0,0,0,0.4,0,0,17.7,0.7,5.9,1,0,18.7,0,0,0,0.6,20.1,0,0,0.6,0.3,9.8,0,0.7,0,1.4,0.4,0,5.8,5.8,0.3,1.5,0,0.3,0.8,19.3,0.6,779,Uwe Pflaumann
M53,GIK15638-2,32.2117,-10.445,15/03/1980,-2675,0,3.5,33,0.4,0,0.6,0.5,0,0.4,1.3,2.7,5.6,4,0.4,8,0,0,2.1,0,1.9,0,0,0,0.9,17,0,6.7,1.6,0.8,1.1,3.8,2,5.8,0,1.9,0,0,0,1.9,0,670,Uwe Pflaumann
M53,GIK15639-1,32.4883,-10.1133,15/03/1980,-1994,0,4.9,29,0.1,0,0.2,0,0.2,0.8,0.9,2.5,3.7,4.8,0,5.6,0,0,3.3,0,2.5,0,0,0,1.2,21.2,0.2,8.1,1.6,0.9,0.2,3.6,2.4,6,0,2.1,0,0,0,2.5,0,652,Uwe Pflaumann
M53,GIK15640-1,32.4467,-9.9583,15/03/1980,-1519,0,2.5,41.9,0.2,0,0,0.8,0,0.6,4.3,2.9,6.6,2.6,0,3.6,0,0,0.1,0.3,7.8,0,0,1.7,1.5,10.9,0,5.5,0.3,1.4,1.1,1.1,1.7,2.8,0,0.5,0,0,0,7.8,0,514,Uwe Pflaumann
M53,GIK15641-2,32.4283,-9.865,15/03/1980,-1063,0,1.6,33.4,0,0,0.4,0.7,0,0,3.9,1.3,4.4,2.1,0,10.1,0,0,0.7,1.1,11.1,0,0,1.3,0.1,12.3,0,6.1,0.8,1.6,1.1,1.7,3.2,4.9,0,0.8,0,0,0,11.1,0,648,Uwe Pflaumann
M53,GIK15642-1,32.4133,-9.845,15/03/1980,-846,0,1.8,40.5,0,0,0.2,0.8,0,0,0.8,5,0.4,2.1,0,5.9,0,0,3.4,0,0,0,0,1.5,1.2,20.8,0,6.8,0.6,1.5,0.8,3,0.8,3.8,0,2,0,0,0,0,0,265,Uwe Pflaumann
M53,GIK15644-1,32.3983,-9.8083,16/03/1980,-487,0,0.7,39.7,0,0,0.2,0.3,0,1,4.8,0.3,3.7,0.8,0,10.2,0,0,0.1,1.7,10.9,0,0,2,0.7,7.8,0,6.4,0.6,1,0,0.8,5.7,6.5,0,0.5,0,0,0.7,10.2,0,297,Uwe Pflaumann
M53,GIK15645-1,32.3917,-9.795,16/03/1980,-442,0,2.2,47.6,0,0,0.1,0,0,0,4.3,0.6,2.3,1.5,0,8.5,0,0,0.6,0,2.5,0,0,0,0,13.9,0.2,8.5,0.5,0.4,0.4,1.5,2.5,4,0,1.6,0,0,0,2.5,0.5,498,Uwe Pflaumann
M53,GIK15646-1,32.3833,-9.7833,16/03/1980,-292,0,1,39.7,0,0,0.6,0.1,0,0,4.7,0,3.5,2.5,0,10.6,0,0,0.2,0,2.7,0,0,1,0.8,15.3,0,8.8,0.2,0.8,0.2,1.6,3.5,5.1,0.4,1.9,0,0.4,0,2.7,0,455,Uwe Pflaumann
M53,GIK15651-1,33.19,-9.83,16/03/1980,-3879,0,3.1,28.6,0,0,0.3,0.2,0,0.5,0.7,1.6,3.1,4.6,0.5,10.3,0,0,0.5,0,3.6,0,0,0,0,16.3,0.2,9.9,1.8,1.8,0,4.5,5.6,10.1,0,2.4,0,0,0,3.6,0.2,537,Uwe Pflaumann
M53,GIK15654-1,34.8733,-6.6333,18/03/1980,-151,0,1,49.6,0,0,0.4,0.2,0,0,3.3,0,2.3,2,0,9.3,0,0,0,0,4,0,0,0.4,0.7,12.7,0.4,5.9,0,0.4,1.1,2,4,6,0,0.5,0,0,0,4,0,395,Uwe Pflaumann
M53,GIK15657-1,34.8917,-6.6717,19/03/1980,-176,0,2,60.1,0,0,0,0,0,0,1,0,3.6,3.8,0,7.8,0,0,0,0.6,4.8,0,0,0.6,0.8,6.9,0.4,3.3,0.2,0,1.2,0.9,2.1,3,0,0.1,0,0,0,4.8,0,356,Uwe Pflaumann
M53,GIK15659-1,34.56,-6.7583,19/03/1980,-287,0,1.8,39.7,0.3,0,0,0.5,0,0,2.4,0.3,5.7,2.4,0,12.5,0,0,0.1,0,4.1,0,0,0,0.9,15.5,0.3,4.3,1.8,0.3,0.3,3.5,3,6.5,0,0.2,0,0,0,4.1,0,404,Uwe Pflaumann
M53,GIK15663-2,34.92,-6.845,20/03/1980,-500,0,2.9,42.7,0,0,0.3,0.1,0,1,0,0.3,3.1,2.8,2,16.4,0,0,0.1,0,2,0,0,2.6,1.1,14.5,0,2.2,0.2,0.7,0,3.7,1.8,5.5,0,1.4,0,0,0,2,0,394,Uwe Pflaumann
M53,GIK15664-1,34.9283,-6.925,20/03/1980,-607,0,1.4,27.5,1.1,0,0.3,0.5,0,0,3.2,0.5,5.9,4.4,0.5,10.2,0,0,0.7,0,3.2,0,0,2.7,1.7,15.8,0,5.7,0.7,0.5,0.5,4.2,4.8,9,0,4.1,0,0,0,3.2,0.3,347,Uwe Pflaumann
M53,GIK15666-9,34.96,-7.1183,20/03/1980,-801,0,2,45,0.9,0,0.1,0.2,0,0,2.1,0,7.4,2.2,0.8,9.3,0,0,0,0,4.1,0,0,1.6,0.8,15.2,0,2.8,0.1,3.3,0.8,0.6,0.9,1.5,0,0.5,0,0,0.2,3.9,0,357,Uwe Pflaumann
M53,GIK15667-1,34.9917,-7.2833,21/03/1980,-1102,0,1.9,41.3,0.2,0.4,0.1,0.1,0,0.5,2,0.6,5.6,1.5,0.2,11.2,0,0,0.1,0,7.7,0,0,2.9,1.7,11.6,0.2,2.7,0.4,2.4,1.3,1.4,1.5,2.9,0,0.9,0,0,0,7.7,0.1,785,Uwe Pflaumann
M53,GIK15668-1,34.9783,-7.3283,21/03/1980,-1163,0,2,38.8,0.5,0,0.6,0,0,0.8,1.7,2.1,8.9,3.8,0.8,7,0,0,0.2,0,1.6,0,0,0,1.5,15.3,0.4,5.6,0.7,1.8,1.3,1.9,2.4,4.3,0,0.9,0,0,0,1.6,0,658,Uwe Pflaumann
M53,GIK15669-2,34.8917,-7.815,21/03/1980,-2001,0,3.2,39,0.3,0.3,0.2,0.1,0,1.1,1.1,0.8,6.5,3.8,1.1,7,0,0,0.5,0,2.1,0,0,0,0.7,15.3,0,6,1.2,2.4,1.9,3.9,1.3,5.3,0,1.3,0,0,0,2.1,0.1,599,Uwe Pflaumann
M53,GIK15672-2,34.86,-8.1267,23/03/1980,-2435,0,2.8,34.5,0.2,0.2,1.5,0.1,0,1,0.5,3.1,7.1,3.1,1,7.5,0,0,0,0,2.1,0,0,0.2,2.1,15.4,0.2,5.9,1.3,1.8,1.3,3.2,3.8,7.1,0,1.1,0,0,0,2.1,0,1019,Uwe Pflaumann
M53,GIK15673-2,34.795,-8.4033,23/03/1980,-3088,0,4.1,28.9,0.2,0,0.9,0.2,0,1.4,1.4,3.4,8.4,2.6,1,7.6,0,0,0.1,0,1.8,0,0,0.4,0.8,15.5,0.2,7.2,3.1,2.2,1.8,2.6,3.8,6.5,0,0.9,0,0,0,1.8,0.3,761,Uwe Pflaumann
M53,GIK15676-2,34.7567,-8.8483,24/03/1980,-3515,0,4,26.9,0,0,0.8,0.4,0,0,0,2.5,9.6,4.1,1.6,6.9,0,0,0.1,0,2,0,0,0.5,1.4,21.5,0,8.2,1,1.8,0.7,3.4,2.9,6.4,0,1.1,0,0,0.2,1.8,0,614,Uwe Pflaumann
M53,GIK15677-1,34.1033,-10.8283,25/03/1980,-4410,0,1.7,25.1,0.6,0,0.8,0.5,0,0.8,0.4,2.7,8.3,4.2,1.1,7.7,0,0,0.2,0,2.9,0,0,0,1.2,26.2,0.2,6.3,2.3,1.3,0.4,2.6,2,4.6,0,1.4,0,0,0.4,2.5,0,849,Uwe Pflaumann
M53,GIK15678-1,33.4717,-12.755,26/03/1980,-4305,0,3,29.5,0.3,0,0.7,0.2,0,0.6,1.5,1.5,9.4,3,0,5.4,0,0,0.1,0,3.1,0,0,0.6,0.5,21.3,0,8.5,1.5,1.2,1.2,3.3,3.1,6.4,0,0.7,0,0,0,3.1,0,497,Uwe Pflaumann
M53,GIK15679-1,32.7633,-15.06,27/03/1980,-4332,0,1,24.3,0,0,0.1,0.3,0,0.2,4,2.9,5.4,0.1,0,18.8,0,0,0,0.4,22.1,0,0,0.4,0,11.9,0,0.6,0.2,1.1,0.7,0.9,3.7,4.6,0,0.9,0,0,2.2,20,0,653,Uwe Pflaumann
M6/5,GIK16756-1,9.0783,-17,16/01/1988,-1495,0,5.3,2.3,0,0,0,2.4,0,0,14.1,0,2.4,0,0,2.2,4.9,0,0.2,0,4.9,0,0,0,6.8,31.2,0.3,12.9,5.8,0.3,1.1,0.3,0.2,0.5,0.7,1.7,0,5.6,0,4.9,0.2,694,Uwe Pflaumann
M6/5,GIK16757-1,8.9833,-16.9467,16/01/1988,-2358,0,2.6,6.3,0,0,1.5,2.5,0.1,0.3,14.5,0,2.9,0,0,1.3,7,0,0.4,0,6.7,0,0,0,1.3,20.9,0.5,19.6,4.6,1.6,0,0.1,0,0.1,3.1,2,0,10.1,1.1,5.6,0,542,Uwe Pflaumann
M6/5,GIK16768-1,7.63,-15.1683,18/01/1988,-4327,0,1.4,1.1,0,0,0.7,4.3,0,0,7.6,0,3.6,0,0,0.7,4.7,0,0,0,0,0,0,0,12.3,40.9,0,14,5,0.4,0,0,0,0,2.9,0,0,7.6,0,0,0.5,277,Uwe Pflaumann
M6/5,GIK16771-1,0.8133,-15.5117,20/01/1988,-2779,0,4.4,3.9,0,0,0.2,1.1,0.2,0,6.4,1.5,8.9,0.2,0,1,9.7,0,5.1,0,1.3,0,0,0,6.2,26,0,11.8,7.1,1.3,0.2,0.3,0,0.3,1.1,1.9,0,10.8,0,1.3,0.5,809,Uwe Pflaumann
M6/5,GIK16772-1,-1.34,-11.9733,21/01/1988,-3911,0,4.8,6,0,0,0.1,1.7,0,0.3,3.2,0.6,12.1,0,0,0.7,6.8,0,5.2,0,0.5,0,0,0,4.4,33.3,0.1,9.1,7,0.3,0,0.2,0,0.2,1,2.5,0,7.8,0,0.5,0,1093,Uwe Pflaumann
